candidate_id,section,line,quote,class,reason,match_patterns
C0517,951,10899,"Если у вас есть водолазный костюм, вы можете надеть его — 665.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0518,954,10939,"Если у вас нет ни одного из этих предметов, вам придется драться — 174.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0519,957,10970,"Если у вас какая-нибудь емкость, то вы можете заполнить ее зеленым газом (1038).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0520,957,10972,"Если у вас ничего нет или вы не хотите этого делать, тогда уходите из комнаты и идите по коридору дальше — 676.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0521,971,11106,"Стражник пропускает вас, и вы можете идти дальше по коридору, пока путь не преградит дверь — 45.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0522,972,11115,"Если есть свеча или светильник, зажгите их.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0523,972,11115,"Если же нет, то через несколько мгновений послышится голос.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0524,972,11115,"Если же у вас нет ни одного из этих предметов, то 1121.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0525,974,11137,"Так вот, если в данный момент вы пойдете в дверь перед вами — ту, что в углу, то вы поднимитесь по лестнице и попадете в коридор, от которого будет ответвление налево.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0526,974,11137,"Если вы пойдете прямо, то коридор приведет вас к винному погребу или на кухню.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0527,974,11137,"Если свернете налево, то попадете в какую-то большую комнату, предназначение которой остается для вас неясным.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0528,976,11161,"Если волшебник еще жив, то 1120, если же мертв, то 1220.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0529,980,11205,"Решайте: пройдете через дверь (893), подойдете к столу (724), к зеркалу (677) или, если у вас есть заклятие Левитации, вылетите из окна?",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0530,984,11248,"Если у вас есть лишнее место, то берите его с собой.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0531,992,11332,"Если отгадаешь, я тебе кое-что дам!..",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0532,992,11336,"Если вы не хотите здесь оставаться или не знаете ответа, то уходите — 1123.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0533,993,11346,"Когда окна почти скрываются из виду, впереди замечаете одно и подлетаете к нему.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0534,993,11348,"Влетите в него (835) или поднимитесь еще выше (888), ведь заклятие пока действует.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0535,994,11362,"Если не хотите драться, то можете убежать — 1199.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0536,994,11364,"Если ранили его 2 раза, то 118.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0537,999,11420,"Погладите его (534) или уйдете из конюшни, пока не вернулись конюхи (590)?",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0538,1000,11430,"Если у вас есть свеча или светильник, зажгите их, если же нет, то идти придется в полной темноте.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0539,1003,11459,"Если хотите, можете воспользоваться заклятием Слабости (1110) или Огня (135).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0540,1003,11461,"Если у вас есть меч зеленого рыцаря, то 166.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0541,1005,11482,"Когда вы поворачиваетесь лицом к левому коридору, звезда начинает светиться.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0542,1007,11500,"Если вы удачливы, то 890.",c,"Luck, dice, or random-outcome condition.",if
C0543,1007,11500,"Если нет, то 605.",c,"Luck, dice, or random-outcome condition.",if
C0544,1013,11558,"Если у вас есть, чем осветить подземный грот, сделайте это, иначе придется идти на ощупь: сначала вы хотели было идти около стены, но вдоль нее, как вы понимаете, на всем протяжении тянется какой-то обрыв, поэтому ваша хитрость не удастся, а идти по краю бездны опасно.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if;otherwise
C0545,1013,11558,"Вы так и будете до самой смерти плутать по подземельям Черного замка во тьме и тишине, пока не сойдете с ума, но выхода так и не найдете и никогда не узнаете, что вы первый, кто побывал в…",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0546,1022,11648,"Вы открываете ее и несколько минут стоите, пока глаза привыкнут к свету.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0547,1023,11659,"Если да, то 1198, иначе придется обследовать дверь — 1037.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if;otherwise
C0548,1030,11726,"Несчастный искренне благодарен вам и говорит, что теперь, когда ему принесут еду, надо только показать тюремщикам свисток, и он будет свободен.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0549,1030,11726,"В благодарность камердинер, догадываясь, кто вы, говорит, что если вы захотите «попасть на прием», к волшебнику нельзя идти влево.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0550,1031,11735,"Но когда по вашим расчетам вот-вот можно будет попасть в комнату, откуда слуги берут воду, вы внезапно ударяетесь о невидимую решетку.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0551,1045,11872,"Он отдает вам свечу, которую несет, и ваши вещи, а также говорит, что вы свободны и что он скажет, будто убил вас, когда пытались бежать.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0552,1048,11901,"Открыв, дверь вы несколько секунд стоите неподвижно, пока глаза привыкают к свету.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0553,1050,11930,"Если вы победили Тролля, можете взять из его кармана Золотое кольцо.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0554,1050,11930,"Когда кольцо вам понадобится, вычтете 52 из номера параграфа, на котором будете находиться.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",when
C0555,1051,11942,"Когда вы его поворачиваете, ничего не происходит.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0556,1055,11983,"Но когда вы делаете шаг в сторону от двери, она снова возникает и снова настойчиво указывает на дверь слева.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0557,1062,12053,"Если вы находили в лесу или в замке игральную кость и имеете ее при себе, то кидайте ее (910).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0558,1062,12053,Иначе придется воспользоваться местной костью — 887.,a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",otherwise
C0559,1063,12063,"Если вам нечего дарить, то придется с ней сразиться (481).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0560,1067,12104,"Пока заклятие Левитации не иссякло, быстрее решайте: поднимитесь на уровень третьего этажа (888) или же попробуете облететь замок с другой стороны и поискать там открытых окон (993).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0561,1069,12123,"Получается, что рыцарь ждет, когда вы заговорите, а вы ждете наоборот, когда заговорит он.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0562,1071,12141,"Если он понадобится, прибавьте 401 к номеру параграфа, на котором тогда будете.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0563,1072,12153,"Если удачливы, то 1024, если же нет, то 128.",c,"Luck, dice, or random-outcome condition.",if
C0564,1078,12218,"Если у вас есть бляха с кораблем, то попробуйте что-нибудь сделать, иначе придется идти до конца — 634.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if;otherwise
C0565,1083,12271,"Люк откроется только в том случае, если вы кинете 1 золотой в щель в стене рядом с люком.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0566,1083,12271,"Если хотите, можете это сделать (903), если не хотите или у вас нет 1 золотого, поднимайтесь по лестнице (603).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0567,1085,12291,"Если ключ у вас, можете открыть ее, иначе — придется идти в другую дверь — 459.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if;otherwise
C0568,1089,12327,"Если вы удачливы, то 790.",c,"Luck, dice, or random-outcome condition.",if
C0569,1089,12327,"Если же нет, то 1204.",c,"Luck, dice, or random-outcome condition.",if
C0570,1090,12339,"Если у вас нет ничего подходящего, можете дать ей денег (49), или сразиться с ней (744).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0571,1095,12398,"Когда же он отзывается, слова его очень странны: «Приветствую тебя, смельчак!",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0572,1096,12408,"Вам придется драться с ней, надеясь только на себя да на заклятие Копии, если оно у вас есть.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0573,1096,12414,"Вы можете также избавиться от Гарпии, кинув ей зеркальце (опять же, если оно у вас есть).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0574,1096,12414,"Если вы дали Гарпии зеркальце или убили ее, то 1164.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0575,1098,12436,"Теперь можете, если еще не делали этого, осмотреть шкаф (94).",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0576,1098,12436,"Если и это сделали, тогда выходите через дверь, в которую входили Зеленые рыцари — 1196.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0577,1099,12452,"Если вы победили Начальника стражи за три раунда, то 894.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0578,1099,12452,"Если же нет, то Орки услышали подозрительный шум и не входили только потому, что ждали подмогу.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0579,1102,12484,"Если хотите уйти, — 919.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0580,1104,12516,"Если у вас нет ни одного из этих предметов, то вернитесь на 825 и выберите что-нибудь другое.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0581,1113,12603,"Если вы не знаете ответ на загадку, то 1190.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0582,1113,12603,"Если знаете, то сложите порядковые номера букв, из которых состоит слово, к сумме прибавьте 1046, и полученное число будет следующим номером параграфа.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0583,1116,12633,"Если хотите, можете взять его себе.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0584,1119,12663,"Теперь надо быстро уходить, пока рыцарь не понял в чем дело и не поднял тревогу.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0585,1122,12693,"Когда пыль исчезает, ножей и след простыл, а раны зажили.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0586,1125,12721,"Если у вас есть какой-нибудь еще сосуд, можете наполнить и его.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0587,1130,12770,"Но учтите, если вы три раза кого-нибудь убьете в бою, то зелье теряет силу, и ваше МАСТЕРСТВО станет прежним.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0588,1131,12779,"Хотя, впрочем, я не сделаю этого, если ты отгадаешь мою вторую загадку, ведь первая была очень легкой…",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0589,1131,12779,"Если ты ответишь мне, то я оставлю тебе жизнь и отпущу, иначе — смерть…».",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if;otherwise
C0590,1131,12779,"Если знаете ответ, то к сумме порядковых номеров букв алфавита прибавьте 916 и, если ответ правилен, вы попадете на нужный параграф.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0591,1131,12779,"Если же нет, то 1190.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0592,1133,12797,"Если у вас есть в запасе заклятие Левитации, то вы еще сумеете вернуться обратно и выбрать другую дверь (621), если же нет, то ваше путешествие так и окончится в гибельном подземелье замка…",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0593,1137,12837,"Когда в пути встретится незнакомая надпись, прибавьте 24 к номеру параграфа, на котором будете находиться, и книга вам поможет.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",when
C0594,1140,12865,"Пока же ясно только одно: если этот рыцарь враг, то такая встреча не сулит ничего хорошего.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if;when
C0595,1141,12877,"Вы помните, как открывался потайной ящичек в троне, стоящем в столовой.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",prior_knowledge
C0596,1141,12877,"Короче, если вы сейчас спуститесь вниз, то попадете в комнату с двумя дверьми.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0597,1141,12879,"Если не хотите ее проверять, вы автоматически считаетесь неудачливым.",c,"Luck, dice, or random-outcome condition.",if
C0598,1141,12879,"Так вот, если вам повезло, то 974, если же нет, то 1118.",c,"Luck, dice, or random-outcome condition.",if
C0599,1144,12907,"Только если, пока оборотень волком бегает, нож кто-нибудь вытащит и унесет, не стать ему больше человеком, так и будет бегать волком до самой смерти.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if;only;when
C0600,1144,12909,"Если корова или лошадь переходит реку — может выскочить из воды, вспрыгнуть на спину, и утащить на дно.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0601,1144,12911,"Но если читать всю книгу, вы до конца ночи не найдете Принцессу.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0602,1150,12986,"Если вы его победили, то можете посмотреть с помоста вниз (690), либо сразу уйти (817), либо, если у вас есть заклятие Левитации, взмыть в воздух и посмотреть, что за окно виднеется этажом выше (980)?",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0603,1163,13119,"Победить его несложно, однако, пока вы сражались, второй поваренок успел куда-то спрятаться.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0604,1163,13119,"У вас нет времени его искать, и остается только надеяться, что он вылезет, когда вы будете уже далеко.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0605,1164,13132,"Чародей издевается над вами, но вы-то не ожидали такой встречи, надеясь, что когда доберетесь до его кабинета, все решится само собой.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0606,1164,13132,"Если хотите, то можете выхватить меч и попробовать убить мага (776), а может быть, у вас есть золотое кольцо или золотой амулет?",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0607,1164,13132,"Иначе вам придется просто стоять и смотреть, что будет дальше — 823.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",otherwise
C0608,1168,13171,"Если хотите узнать, откуда говорит женщина, то вам нужно спустить на второй этаж под землей.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0609,1172,13222,"Если вы победили Дракона и срубили вторую голову, ей уже не удастся отрасти.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0610,1172,13222,"Вы кладете его в заплечный мешок (когда понадобится, прибавьте 30 к номеру параграфа, на котором ключ будет нужен), — 353.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",when
C0611,1173,13234,"Если вы удачливы, то 652, если нет, — 840.",c,"Luck, dice, or random-outcome condition.",if
C0612,1174,13246,"Вам в голову приходит мысль, что, возможно, это не единственный потайной ход в замке, и если вам что-нибудь по этому поводу покажется подозрительным, вычтите 13 из номера параграфа, на котором будете находиться.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0613,1175,13261,"Если вы убили его за три раунда атаки, то сражайтесь с двумя остальными.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0614,1175,13261,"Если же нет, то через три раунда они приходят на помощь своему предводителю, и вам придется биться с тремя сразу.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0615,1175,13261,"После того, как первый Орк все же будет повержен, если хотите, ПРОВЕРЬТЕ СВОЮ УДАЧУ.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;after_event
C0616,1175,13261,"Если вы удачливы, третий Орк не захочет умирать, защищая ворота, и убегает в лес.",c,"Luck, dice, or random-outcome condition.",if
C0617,1175,13261,"Если же нет, то придется драться со всеми.",c,"Luck, dice, or random-outcome condition.",if
C0618,1175,13271,"Если вы еще живы после битвы, то можете проскользнуть в ворота, оставив стражу лежать на дороге — 933.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0619,1177,13296,"Если вы пользуетесь заклятием Силы, увеличьте на 2 свою СИЛУ УДАРА, если заклятием Слабости, уменьшите на 2 СИЛУ УДАРА любого из Гоблинов.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0620,1177,13305,"Если вы справились с охраной, то можете либо подойти к столу, за которым сидели Гоблины (358), либо попытаться затащить под него трупы Гоблинов (97), либо выйти в одну из трех дверей: в дверь перед вами (246), в дверь налево (393), в дверь направо (725).",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0621,1180,13353,"Если вы убили его, то продолжайте свой путь — 523.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0622,1182,13374,"Признаться, мне было бы весьма жаль, если бы вы погибли еще в лесу.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0623,1184,13392,Скорее всего вам удалось привести в действие какие-то пружины.,e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",prior_knowledge
C0624,1186,13411,"Если вы удачливы, то 1174.",c,"Luck, dice, or random-outcome condition.",if
C0625,1186,13411,"Если вам не повезло, то вам не удается допрыгнуть до ступенек, и вы летите вниз, прямо на острые колья.",c,"Luck, dice, or random-outcome condition.",if
C0626,1188,13436,"Вы же, не дожидаясь, пока они надумают вернуться, входите в ворота — 1054.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0627,1190,13456,"Тебе нужно только подождать, когда они начнут вылупляться…».",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0628,1196,13511,"Судя по всему, здесь когда-то было что-то вроде приемной.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0629,1196,13511,"Если у вас есть белая стрела, то вы можете открыть дверь с соответствующим рисунком (871), если есть бляха с золотым орлом, сделайте то же самое (604).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0630,1196,13511,"Если же нет, то эти двери останутся неприступны, какие бы усилия вы не прилагали.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0631,1200,13556,"Теперь вы овладели секретом и можете зажигать перо, когда захотите.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0632,1201,13565,"Если у вас есть шкура лисы, то покажите ее как образец товара и проходите (1054), если же нет, то что бы вы ни доставали из заплечного мешка, стражу это не заинтересует, и вам придется прокладывать путь в замок своим мечом — 700.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0633,1205,13604,"Вы без каких-либо сомнений можете взять ее себе (когда понадобится, обратитесь к параграфу 249).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",when
C0634,1208,13634,"Если да, то вам удастся его открыть (984), если нет, то лучше заняться большим (626), маленьким (778) или вернуться в комнату, откуда вы пришли (1082).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0635,1210,13657,"Если у вас есть Оберег, то 764, если есть серебряный сосуд, то 556.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0636,1210,13657,"Иначе вам придется либо подумать о том, что может послужить пропуском (810), либо атаковать (96).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",otherwise
C0637,1212,13679,"Если у вас есть, что поставить на кон, делайте это быстрее, иначе придется поставить либо деньги (1062), либо уходить (919).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if;otherwise
C0638,1212,13679,"Если все же поставили на кон какую-нибудь вещицу из вашего мешка, тогда кидайте кость — 910.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0639,1213,13690,"Он поможет вам отражать вражеские удары (прибавьте себе 1 МАСТЕРСТВО, даже если ваше изначальное МАСТЕРСТВО не изменялось).",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0640,1214,13699,"Когда вы сдвигаете камень в сторону, то находите какую-то одежду, похожую на водолазный костюм.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0641,1214,13699,"Однако костюм займет два места в вашем заплечном мешке, но если вы его берете, то добавьте себе 1 УДАЧУ.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0642,1221,13762,"Если вы удачливы, то — 357.",c,"Luck, dice, or random-outcome condition.",if
C0643,1221,13764,"Если нет, то один из орков начинает подозревать вас во лжи и говорит, что никакой вы не игрок, а шпион, пытающийся проникнуть в замок.",c,"Luck, dice, or random-outcome condition.",if
C0644,3,101,"После того как убиваете шпиона, вы обшариваете его карманы в поисках чего-либо ценного, но, к вашему сожалению, ничего в них не находите.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",after_event
C0645,58,766,"Берег охраняется: как только вы достигаете его, из кустов выскакивает Гоблин и, размахивая саблей, бросается на вас.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",after_event
C0646,127,1583,"Как только кладете предмет в заплечный мешок, чувствуете, что очень хотите спать и, не в силах сопротивляться, закрываете глаза.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",after_event
C0647,135,1680,Есть ли у вас меч Зеленого рыцаря?,a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",conditional_question
C0648,147,1819,"Как только высовываете голову за край гнезда, волосы у вас встают дыбом: вблизи птица кажется крылатым чудовищем!",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",after_event
C0649,179,2185,"Есть ли там обитатели, раздумывать некогда — это единственный шанс.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",conditional_question
C0650,221,2661,Что вы ответите: есть ли у вас такая рукопись (138) или нет (55)?,a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",conditional_question
C0651,250,3021,"Вы заранее выбираете этот путь, но, кажется, берег охраняется: как только достигаете его, из кустов выскакивает Гоблин и, размахивая саблей, бросается на вас.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",after_event
C0652,275,3322,"Это действительно так: как только пытаетесь отступить, в воздухе возникает огненный шар и направляется на вас.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",after_event
C0653,302,3629,Но есть ли он у вас?,a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",conditional_question
C0654,343,4051,Есть ли у вас золотой свисток?,a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",conditional_question
C0655,369,4323,"Как только беретесь за рукоятку меча, Гиена тут же убегает в лес и больше не появляется.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",after_event
C0656,448,5249,Не забудьте вычесть 1 из своей СИЛЫ УДАРА.,b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",explicit_history
